518,6,89.03,1
519,17,43.44,2
520,3,119.95,3
521,14,25.1,3
522,3,49.55,1
523,1213,26.62,1
524,34,28.79,1
525,80,18.63,1
526,5,14,1
527,2187,16.99,1
528,27,68.23,2
529,160,21.48,2
530,55,16.9,1
531,5,101.99,1
532,3,54.25,1
533,194,26.78,1
534,6,27.06,1
535,31,34.97,1
536,55,18.45,1
537,209,39.3,2
538,109,35.51,1
539,91,52.24,2
540,13,14.33,1
541,190,49.21,1
542,9,39.2,1
543,10,30.34,1
544,5,28.32,1
545,19,99.04,2
546,33,30.2,1
547,99,80.25,1
548,12,72.25,2
549,36,19.23,1
550,21,56.45,1
551,20,18.02,1
552,27,32.83,2
553,240,48.23,1
554,15,34.04,1
555,65,36.26,1
556,4,69,1
557,44,45.5,1
558,4,13.69,1
559,24,68.75,2
560,17,34.31,3
561,24,68.35,1
562,18,114.78,3
563,12,30.76,1
564,122,78.45,2
565,129,64.25,1
566,23,118.14,1
567,177,133.44,2
568,12,96,2
569,602,28.32,1
570,47,93.6,1
571,12,79.48,2
572,22,19.88,1
573,26,43.48,2
574,44,90.1,2
575,8,19.11,1
576,19,24.92,1
577,13,16.54,1
578,25,172.21,1
579,27,36.11,1
580,16,46.34,1
581,34,17.05,1
582,20,131.09,2
583,56,53.84,1
584,16,31.2,1
585,421,106.78,1
586,17,86.82,2
587,4004,23.13,1
588,18,78.01,1
589,39,38.29,2
590,19,45.51,1
591,19,33.27,1
592,117,81.04,2
593,39,26.51,1
594,22,73.71,1
595,33,22.24,1
596,57,44.01,1
597,3,25.75,1
598,82,66.41,1
599,5,68.39,1
600,26,154,2
601,98,81.26,1
602,236,54.03,2
603,2,34.81,1
604,102,48.02,2
605,22,27.57,1
606,8,44.15,1
607,13,82.1,1
608,58,34.65,1
609,228,37.1,1
610,2026,53.08,1
611,41,13.55,1
612,12,60.77,1
613,50,22.2,1
614,17,95.59,1
615,26,26.41,1
616,110,60.32,1
617,336,42.14,1
618,28,88.1,2
619,16,69.7,1
620,182,104.48,3
621,5,44.49,2
622,40,26.55,1
623,67,76.2,1
624,41,26.67,1
625,39,38.1,1
626,1,265.26,1
627,18,80.6,1
628,108,22.08,1
629,329,44.36,1
630,7,56.1,1
631,98,55.11,1
632,15,49.73,1
633,49,20.77,1
634,4,64.63,1
635,23,72.8,1
636,68,42.24,1
637,165,44.77,1
638,211,91,1
639,46,42.9,1
640,155,51.15,2
641,22,78.87,2
642,25,15.24,1
643,4,220.02,2
644,2,271.58,1
645,28,22.75,1
646,9,35.87,1
647,6,131.19,1
648,124,110.6,3
649,56,50.32,1
650,410,33.33,1
651,1,63.6,1
652,79,19.39,1
653,8,9.82,1
654,29,51.5,1
655,18,185.05,1
656,10,60.13,1
657,60,45,1
658,301,55.86,1
659,13,90.53,1
660,21,80.27,2
661,8,34.93,1
662,197,44.12,1
663,95,6.67,1
664,94,15.9,1
665,802,26.2,2
666,36,34.39,2
667,9,115.22,1
668,17,37.98,2
669,46,80.71,1
670,10,109.5,2
671,17,77.62,1
672,6,41.24,1
673,2,62.5,1
674,4,50.04,1
675,8,89.66,1
676,30,32.6,1
677,375,66.35,1
678,18,91.17,2
679,547,56.89,2
680,46,89.5,2
681,12,44.11,2
682,28,33.04,1
683,26,26.05,1
684,22,18.69,1
685,253,34.33,2
686,32,36.55,1
687,66,38.58,1
688,21,40.75,1
689,6,53.19,1
690,17,61.35,1
691,100,74.62,1
692,9,56.19,1
693,4,98.18,1
694,7,38.82,1
695,51,14.35,1
696,169,41.36,1
697,19,150.36,2
698,82,18.18,1
699,11,18.81,1
700,181,32.24,2
701,1,164.4,1
702,70,89.27,1
703,318,86.05,1
704,18022,64.2,1
705,20,69.59,1
706,487,52.32,1
707,10,75.25,2
708,3,57.1,1
709,16,35.02,2
710,35,114.02,1
711,5,58.27,1
712,2,142.86,1
713,10,34.02,1
714,44,59.25,1
715,21,26.75,1
716,24,56.05,2
717,62,51.15,1
718,12,27.03,1
719,19,22.24,1
720,329,140.7,2
721,78,35.5,1
722,63,68.6,1
723,4,73.07,1
724,100,53.37,2
725,11,83.52,1
726,4,109,1
727,18,125.28,2
728,33,53.72,2
729,18,41.51,1
730,1133,60.34,1
731,58,25.49,1
732,10,74.41,2
733,125,17.55,1
734,5,36.22,1
735,35,28.89,1
736,39,56.32,1
737,2,33.53,1
738,395,27,2
739,55,73.43,2
740,129,16.8,1
741,2046,39.79,1
742,1,69,3
743,28,41.01,1
744,1068,54.49,2
745,29,41.27,1
746,40,23.04,1
747,53,27.08,1
748,93,43.08,1
749,28,55.32,1
750,49,38.78,1
751,23,47.35,1
752,21,26.08,1
753,13,65.28,2
754,1,288.59,1
755,145,21.83,2
756,57,50.01,1
757,33,35.53,2
758,10,117.5,4
759,39,36.4,5
760,1,26,1
761,12,42.26,2
762,123,85.71,2
763,121,38.03,1
764,48,91.41,2
765,282,84.01,1
766,25,23.74,2
767,34,18.74,1
768,3,32.47,1
769,4034,67.18,1
770,519,99.84,1
771,6,16.13,1
772,4,31.43,1
773,31,52.8,2
774,14,47.5,1
775,19,96.39,1
776,9,107.24,1
777,36,55.44,2
778,64,91.23,3
779,87,41.01,1
780,4,99.18,1
781,299,67.08,1
782,35,46.81,1
783,15,29.41,1
784,32,20.6,1
785,189,72.3,3
786,178,29.02,2
787,135,64.61,1
788,122,61.8,2
789,7,136.68,2
790,30,75.47,2
791,96,36.54,1
792,6,29.72,1
793,17,44.39,1
794,1031,27,2
795,9,100.56,1
796,26,30.05,1
797,28,17.04,1
798,58,20.85,1
799,85,34.51,1
800,254,68.36,2
801,8045,68.43,1
802,10,31.61,1
803,43,20,1
804,261,28.71,1
805,13,48.52,1
806,11,21.55,1
807,10,17.25,1
808,6,44.36,1
809,58,98.81,1
810,143,15.85,1
811,80,24.3,1
812,100,46.69,1
813,454,66.48,1
814,19,15.85,1
815,111,71.85,2
816,6,137.53,1
817,7,55.77,1
818,1,67.6,2
819,58,42.7,1
820,33,20.18,1
821,5166,66.3,1
822,6,21.01,1
823,131,42.01,2
824,15,88.56,2
825,278,24.7,1
826,688,36.43,1
827,75B,112.42,1
828,343,31.18,2
829,44,104.93,1
830,38,46.03,1
831,166,76.15,2
832,55,89.07,1
833,2103,77.11,1
834,44,104.93,1
835,120,28.34,1
836,22,82.41,1
837,205,59.27,2
838,78,61.06,1
839,3,157.49,1
840,290,70.42,1
841,1,54.75,1
842,1612,69.16,2
843,29,17.08,1
844,255,50.17,2
845,1,59.55,1
846,105,80.69,2
847,249,66.62,2
848,132,57.81,2
849,87,45.01,1
850,130,23.4,1
851,28,40.74,2
852,1,73.6,1
853,47,77.09,2
854,26B,43.68,1
855,46,13.71,1
856,100,41.39,2
857,31,43.5,1
858,103,73.09,1
859,337,73.67,2
860,443,26.5,1
861,10,102.4,1
862,1540,20.41,2
863,54,35.16,1
864,60,55.39,2
865,27,76.55,1
866,77,34.49,1
867,115,42.12,2
868,152,29.31,1
869,68,104.68,1
870,317,23.61,1
871,204,99.54,1
872,52,84.63,1
873,90,86,1
874,112,80.62,2
875,369,78.41,2
876,4,27.01,1
877,19,42.23,1
878,701,23.13,2
879,4,39.45,1
880,50,16.41,1
881,651,64.04,2
882,5,73.61,2
883,64,95.07,1
884,315,19.51,1
885,1086,36.04,1
886,264,42.07,1
887,1,150,1
888,163,75.37,1
889,17,58.1,2
890,11,75.41,2
891,4,60.26,1
892,4,38.7,1
893,2,25.68,1
894,39,23.11,1
895,53,44.29,1
896,9,22.96,1
897,87,36.73,1
898,266,80.13,2
899,37,75.71,1
900,1842,54.44,2
901,97,23.32,1
902,334,54.27,1
903,49,25.13,1
904,96,24.16,1
905,45,51.18,1
906,765,41.09,1
907,60,95.69,1
908,26,57.92,1
909,137,31.03,1
910,37,22.01,2
911,132,171.05,1
912,25,18.29,1
913,100,35.3,1
914,74,72.05,1
915,2,47.59,1
916,34,60.79,2
917,26,82.52,1
918,916,52.19,2
919,100,38.46,2
920,31,32.2,2
921,66,49.04,1
922,265,71.59,1
923,294,55.1,2
924,62,54.06,1
925,66,26.14,1
926,145,22.49,2
927,352,46.48,1
928,683,80.18,1
929,30,54.09,1
930,1193,74.96,2
931,18,93.3,1
932,49,49.76,1
933,50,20.5,1
934,181,49.41,2
935,34,79.8,1
936,12,68.95,1
937,133,62.93,1
938,59,30.63,1
939,2,62.98,2
940,131,32,2
941,51,76.92,1
942,5156,52.22,1
943,1,9.81,1
944,329,63.45,2
945,13,68.02,1
946,262,26.2,1
947,3,50.12,1
948,47,35.8,1
949,3,32.03,1
950,35,21.01,1
951,18,78.01,2
952,12,38.69,1
953,34,26.02,1
954,117,51.39,2
955,2,54.22,1
956,174,29.16,2
957,116,54.34,1
958,120,83.72,2
959,99,27.8,1
960,43,29.82,1
961,137,88.39,1
962,117,49.42,2
963,111,98.5,2
964,118,29,1
965,79,47.42,1
966,116,33.63,2
967,171,44.05,2
968,310,46.66,1
969,32,36.8,1
970,18,38,1
971,253,34.66,2
972,18,16.65,1
973,22,61.17,1
974,18,42.84,1
975,145,56.01,2
976,61,23.92,1
977,9,25.8,1
978,1,39.97,1
979,173,77.15,1
980,77,31.95,1
981,131,34.63,2
982,244,25.85,1
983,4,42.41,1
984,4,72.95,1
985,9,30.1,1
986,18,27.31,1
987,3,103.21,1
988,2,69.82,1
989,14,40.2,1
990,281,17.13,1
991,169,29.29,1
992,42,16.2,1
993,61,27.01,1
994,137,130.6,1
995,5,74.71,1
996,33,49.06,1
997,2,67.34,1
998,89,79.07,2
999,8,15.41,1
1000,94,41.88,1
1001,216,28.95,1
1002,116,51.35,1
1003,39,32.73,2
1004,59,30.7,1
1005,17,39.04,1
1006,4,53.12,2
1007,120,26.4,2
1008,38,59.21,1
1009,5,61.04,1
1010,51,67.3,1
1011,16,71.3,2
1012,564,23.2,1
1013,70,67.3,1
1014,1,27.5,1
1015,14,32.18,1
1016,11,67.78,2
1017,111,42.61,1
1018,1,76.24,1
1019,479,18.92,1
1020,214,22.16,1
1021,2,25.23,1
1022,5,41.56,1
1023,14,72.6,1
1024,9,107.35,1
1025,99,27.9,1
1026,98,23.63,1
1027,120,70.18,1
1028,62,46.2,1
1029,139,28.28,1
1030,44,95.85,1
1031,74,26.45,1
1032,81,31.76,1
1033,415,21.64,1
1034,115,30.26,2
1035,10,23.05,2
1036,11,36.67,1
1037,10,24.35,1
1038,1,113.1,1
1039,7,34.3,1
1040,72,15.94,1
1041,78,21.02,1
1042,89,31.27,1
1043,80,33.24,1
1044,131,40.25,2
1045,92,39.91,1
1046,305,60.3,2
1047,3,37.25,1
1048,3,44.88,1
1049,56,48.03,1
1050,3,52.5,1
1051,13,40.42,2
1052,3,63.42,1
1053,148,47.03,1
1054,90,39.32,1
1055,166,31.81,2
1056,6,115.42,2
1057,25,37.6,1
1058,29,23.53,1
1059,3,86.46,1
1060,2,24.74,1
1061,4,56.5,1
1062,2,70.56,2
1063,6,35.02,1
1064,320,38.57,1
1065,154,38.77,2
1066,9,86.65,1
1067,49,36.54,1
1068,11,55.65,1
1069,5,47.38,1
1070,1542,34.39,2
1071,3,39.51,1
1072,75,38.71,1
1073,148,77.6,1
1074,1,28.02,2
1075,136,28.33,2
1076,11,27.62,1
1077,26,19.05,2
1078,4,51.16,1
1079,25,27.83,1
1080,33,36.34,1
1081,218,41.14,1
1082,180,96.83,2
1083,336,16.64,1
1084,69,35.48,1
1085,1311,67.21,1
1086,108,39.51,2
1087,176,32.84,1
1088,18,21.79,1
1089,21,51.21,2
1090,41,63.27,1
1091,89,22.89,1
1092,72,77.58,1
1093,100,33.88,2
1094,108,28.26,1
1095,156,56.95,1
1096,328,41.66,2
1097,6,22.08,1
1098,265,25.27,1
1099,7,39.66,1
1100,11,27.84,1
1101,4,29.7,1
1102,297,27.91,1
1103,139,51.68,1
1104,20,35.28,1
1105,160,47.63,1
1106,111,59.6,1
1107,2,88.88,1
1108,12,129.61,1
1109,124,25.01,2
1110,4,43.65,2
1111,166,25.6,1
1112,12,55.07,2
1113,15,36.38,2
1114,139,76.05,2
1115,76,93.22,2
1116,843,47.27,1
1117,46,58.56,1
1118,15,57.3,2
1119,3,22.4,1
1120,114,71.13,1
1121,10,107.56,2
1122,2,20.56,1
1123,92,25.31,1
1124,350,51.6,1
1125,88,22.62,1
1126,231,31.06,1
1127,13,27.3,1
1128,8,21.22,1
1129,4,99.89,1
1130,3,138.33,1
1131,128,29.02,1
1132,40,37.86,1
1133,2,23.4,1
1134,1,30.93,1
1135,93,20.19,1
1136,16,84,1
1137,7,27.24,1
1138,992,62.56,1
1139,136,35.03,1
1140,1276,43.41,1
1141,107,72.01,2
1142,2,56.95,4
1143,15,11.5,2
1144,16,42.13,1
1145,14,19.3,1
1146,1,33.56,2
1147,905,83.55,1
1148,300,59.16,2
1149,90,39.66,1
1150,217,39.7,1
1151,34,33.57,1
1152,68,29.32,1
1153,9,26.77,1
1154,167,56.05,1
1155,92,34.46,1
1156,16,63.15,1
1157,9,43.42,1
1158,118,50.85,2
1159,15,22.71,1
1160,13,50.15,1
1161,5,71.56,1
1162,45,52.73,1
1163,93,24.58,1
1164,43,26.3,1
1165,3,43.3,1
1166,8,28.01,1
1167,2,21.43,1
1168,2,35.4,1
1169,28,28.63,1
1170,40,86.78,2
1171,835,43.89,1
1172,120,58.53,1
1173,3,35.25,1
1174,28,62.9,2
1175,75,43.65,1
1176,25,34.11,1
1177,27,70.64,1
1178,2,84.37,1
1179,65,22.89,1
1180,151,32.1,1
1181,105,22.42,1
1182,38,30.01,1
1183,4,116.57,1
1184,1,60.42,1
1185,35,88.05,1
1186,29,21.82,1
1187,4,59.18,1
1188,59,15.97,1
1189,14,42.1,1
1190,12,80.25,1
1191,2,28.35,1
1192,6,35.71,1
1193,84,43.2,1
1194,285,31.08,1
1195,345,87.01,1
1196,6,102.75,1
1197,38,57.45,1
1198,9,75.81,1
1199,30,57.72,1
1200,41,30.03,1
1201,48,22.67,1
1202,20,26.65,1
1203,525,21.5,1
1204,86,43,1
1205,40,21.46,2
1206,3,59.85,2
1207,6,32.98,1
1208,2,178.86,1
1209,227,17.74,1
1210,12,57.37,1
1211,312,67.8,2
1212,357,44.9,1
1213,120,39.86,1
1214,15,53.65,1
1215,7,48.2,1
1216,60,38.75,1
1217,123,16.38,1
1218,44,75.05,1
1219,66,51.44,1
1220,33,79.11,1
1221,37,21.2,1
1222,10,36.48,3
1223,4,79.78,1
1224,74,79.45,1
1225,5,83.28,1
1226,92,52.06,1
1227,1,57.01,1
1228,14,28.34,1
1229,4,58.36,1
1230,91,24.96,1
1231,12,96.58,1
1232,543,20.7,1
1233,3,46.05,1
1234,17,15.72,1
1235,127,57.75,2
1236,144,46.02,1
1237,38,20.85,1
1238,14,69.47,2
1239,2,44.05,1
1240,41,52.6,1
1241,4,22.05,1
1242,2,65.67,1
1243,192,41.77,1
1244,31,49.23,2
1245,125,53.62,2
1246,1040,26.61,1
1247,150,14.53,1
1248,84,86.14,1
1249,104,31.91,1
1250,33,85.15,3
1251,1,30.38,1
1252,3,65.39,1
1253,9,18.63,1
1254,5,62.41,1
1255,18,27.34,3
1256,30,31.06,1
1257,1,45.93,1
1258,5,24.45,1
1259,11,63.51,1
1260,33,51.41,1
1261,2,79.2,2
1262,3,82.67,1
1263,36,83.05,1
1264,3,29.47,1
1265,1,61.45,2
1266,3,36.09,1
1267,103,59.41,1
1268,42,25.34,1
1269,2,60.48,2
1270,21,21.04,1
1271,158,36.16,1
1272,27,40.56,1
1273,4,44,1
1274,205,43.76,1
1275,225,45.21,1
1276,3,46.49,1
1277,13,36.09,1
1278,6,70.08,1
1279,11,50.01,2
1280,27,107.52,2
1281,60,84.5,1
1282,3,168.51,1
1283,26,39.04,1
1284,66,70,1
1285,2,54.33,1
1286,2,29.51,1
1287,206,29.63,1
1288,3,17.95,1
1289,11,40.1,2
1290,3,51,2
1291,34,44.06,1
1292,16,35.56,2
1293,2,69.4,1
1294,61,20,1
1295,23,78.65,2
1296,55,20.8,1
1297,149,46.24,2
1298,3,32.03,2
1299,2,43.62,1
1300,15,22.36,1
1301,24,82.59,1
1302,210,88.94,1
1303,3,37.14,1
1304,10,36.09,1
1305,17,25.75,2
1306,482,20.41,1
1307,12,65.48,2
1308,6,73.34,1
1309,2,27.33,1
1310,119,32.2,1
1311,129,93,2
1312,39,93,1
1313,2,16.72,3
1314,13,19.32,1
1315,96,20.19,1
1316,1,92.51,1
1317,3,28.25,1
1318,124,49.11,1
1319,118,14.97,1
1320,5,65.85,2
1321,44,26.48,1
1322,166,33.39,1
1323,6,51.07,1
1324,10,22.2,1
1325,166,26.87,1
1326,32,83.15,2
1327,4,68.06,2
1328,23,106.76,3
1329,35,48.39,1
1330,4,69.51,1
1331,24,28.95,2
1332,166,48.02,1
1333,48,56,1
1334,11,54,1
1335,7,56.27,1
1336,505,29.07,1
1337,9,100.21,1
1338,6,48.68,1
1339,9,22.47,1
1340,24,37.66,1
1341,132,39.11,2
1342,2192,54.26,1
1343,110,66.2,1
1344,14,55.35,2
1345,7,51.24,1
1346,40,66.34,1
1347,32,67.71,1
1348,250,27.59,1
1349,20,51.17,2
1350,156,35.76,1
1351,198,24.85,1
1352,3301,73.59,1
1353,1,172.57,1
1354,118,106.63,1
1355,486,92.64,1
1356,62,47.08,1
1357,173,90.45,2
1358,83,67.94,1
1359,222,88.65,1
1360,123,83.7,1
1361,153,45.52,1
1362,112,37.9,1
1363,430,43.68,1
1364,2,38.69,1
1365,274,97.04,2
1366,57,42.57,1
1367,74,87.39,1
1368,27,66.52,1
