472,3,65
473,4,78
474,2,40
475,3,85
476,2,61
477,1,25
478,1,40
479,1,24
480,4,66
481,3,63
482,2,39
483,2,40
484,1,17
485,1,26
486,3,69
487,1,21
488,2,45
489,3,56
490,3,43
491,2,32
492,1,14
493,1,24
494,2,30
495,2,66
496,3,61
497,3,63
498,1,16
499,1,28
500,1,25
501,5,122
502,2,30
503,2,33
504,1,30
505,2,29
506,1,31
507,2,37
508,2,30
509,2,50
510,2,69
511,3,24
512,3,70
513,2,36
514,2,30
515,1,25
516,2,49
517,5,100
518,4,82
519,2,44
520,4,126
521,4,62
522,3,57
523,1,25
524,2,28
525,1,18
526,4,53
527,1,17
528,3,66
529,2,22
530,1,17
531,4,100
532,3,61
533,1,27
534,1,27
535,2,35
536,1,19
537,3,39
538,2,35
539,2,45
540,1,16
541,2,51
542,3,40
543,1,31
544,1,28
545,4,98
546,3,95
547,3,82
548,4,72
549,1,19
550,2,58
551,1,18
552,2,33
553,2,46
554,1,33
555,2,36
556,3,36
557,2,41
558,1,15
559,3,68
560,2,33
561,3,70
562,4,111
563,1,22
564,4,80
565,2,62
566,5,113
567,4,144
568,4,130
569,1,28
570,3,95
571,2,76
572,1,20
573,1,42
574,3,91
575,1,20
576,2,33
577,1,16
578,5,158
579,1,34
580,3,46
581,1,17
582,4,127
583,3,55
584,2,40
585,3,83
586,3,87
587,1,22
588,3,75
589,2,34
590,4,45
591,2,36
592,4,86
593,1,36
594,5,71
595,1,23
596,2,44
597,2,25
598,4,66
599,3,75
600,5,130
601,3,81
602,2,55
603,2,36
604,2,52
605,2,30
606,3,42
607,3,95
608,2,35
609,2,34
610,2,52
611,1,14
612,4,59
613,1,30
614,3,78
615,2,25
616,2,56
617,2,46
618,3,86
619,3,61
620,4,100
621,1,25
622,1,26
623,4,76
624,1,26
625,2,46
626,5,253
627,3,35
628,1,21
629,2,43
630,4,57
631,3,55
632,2,52
633,5,126
634,3,63
635,3,68
636,2,41
637,2,46
638,3,90
639,1,43
640,2,51
641,3,85
642,1,19
643,7,209
644,1,25
645,1,25
646,2,36
647,4,100
648,4,118
649,2,53
650,2,33
651,4,72
652,1,19
653,1,10
654,2,50
655,3,90
656,2,49
657,2,45
658,2,63
659,4,86
660,4,82
661,2,36
662,2,45
663,1,15
664,1,15
665,1,26
666,1,34
667,4,120
668,1,40
669,4,84
670,5,113
671,2,39
672,2,30
673,4,82
674,3,60
675,4,88
676,2,31
677,3,66
678,5,100
679,3,56
680,3,86
681,3,44
682,3,60
683,1,25
684,1,21
685,1,33
686,2,36
687,2,38
688,2,41
689,3,57
690,3,65
691,3,66
692,2,60
693,3,85
694,3,35
695,1,14
696,2,39
697,5,153
698,1,17
699,1,20
700,1,32
701,1,30
702,4,91
703,4,85
704,3,64
705,3,68
706,4,57
707,2,73
708,3,44
709,2,33
710,5,127
711,3,55
712,3,141
713,2,34
714,2,53
715,2,32
716,2,46
717,2,69
718,1,34
719,2,32
720,4,150
721,1,40
722,3,61
723,3,85
724,2,55
725,4,68
726,4,87
727,5,120
728,2,57
729,2,47
730,3,59
731,1,26
732,3,70
733,1,17
734,3,35
735,1,30
736,3,60
737,2,34
738,7,200
739,3,74
740,1,16
741,1,33
742,3,70
743,3,41
744,3,60
745,2,42
746,1,23
747,1,29
748,2,30
749,3,55
750,2,39
751,2,40
752,2,33
753,2,70
754,6,277
755,1,20
756,2,51
757,1,36
758,4,123
759,5,124
760,1,20
761,2,32
762,2,84
763,1,40
764,5,91
765,3,83
766,1,24
767,1,18
768,1,16
769,3,67
770,5,102
771,1,25
772,2,45
773,1,42
774,3,62
775,5,96
776,4,107
777,2,54
778,4,90
779,2,40
780,4,109
781,3,67
782,2,47
783,1,30
784,1,20
785,4,92
786,1,29
787,3,71
788,3,62
789,6,123
790,3,80
791,1,35
792,2,24
793,2,45
794,1,28
795,5,102
796,2,26
797,1,18
798,1,22
799,2,34
800,3,69
801,3,68
802,1,31
803,1,20
804,1,27
805,2,47
806,1,22
807,1,13
808,2,69
809,4,99
810,1,16
811,1,23
812,2,46
813,3,67
814,1,17
815,3,65
816,5,135
817,2,56
818,3,65
819,2,44
820,1,20
821,3,65
822,1,21
823,2,43
824,4,68
825,1,24
826,1,36
827,5,120
828,1,30
829,3,122
830,2,48
831,4,68
832,4,86
833,4,78
834,3,122
835,1,28
836,4,84
837,2,60
838,3,66
839,5,154
840,4,68
841,2,36
842,3,78
843,1,20
844,2,51
845,2,56
846,4,80
847,3,68
848,3,55
849,2,46
850,1,22
851,2,40
852,4,78
853,4,76
854,1,45
855,1,16
856,2,40
857,2,41
858,4,73
859,3,76
860,1,20
861,4,95
862,1,20
863,1,36
864,3,54
865,3,76
866,2,34
867,2,42
868,2,32
869,4,107
870,1,25
871,4,100
872,4,83
873,4,86
874,3,80
875,4,78
876,1,27
877,1,41
878,1,24
879,3,42
880,1,22
881,4,63
882,3,74
883,4,95
884,1,19
885,1,37
886,2,41
887,3,48
888,4,78
889,1,36
890,3,76
891,3,70
892,3,38
893,2,26
894,1,19
895,2,44
896,2,23
897,2,42
898,3,80
899,3,75
900,3,53
901,1,22
902,2,52
903,1,17
904,1,27
905,2,51
906,2,41
907,4,95
908,2,59
909,1,31
910,1,21
911,5,176
912,1,20
913,2,36
914,3,72
915,2,47
916,3,58
917,3,82
918,3,53
919,2,40
920,1,32
921,2,52
922,3,69
923,2,57
924,1,57
925,1,25
926,1,24
927,2,46
928,4,80
929,3,54
930,5,74
931,4,87
932,2,49
933,1,20
934,2,49
935,3,77
936,3,67
937,3,63
938,1,30
939,3,62
940,1,31
941,3,75
942,2,54
943,2,22
944,4,63
945,3,67
946,1,25
947,2,43
948,1,37
949,2,20
950,1,20
951,3,80
952,2,36
953,1,26
954,2,42
955,3,72
956,1,28
957,2,57
958,3,81
959,1,32
960,2,32
961,3,89
962,2,48
963,3,110
964,1,29
965,2,47
966,2,36
967,3,45
968,2,46
969,3,50
970,2,36
971,1,37
972,1,18
973,3,60
974,2,42
975,2,55
976,1,24
977,3,34
978,2,40
979,4,76
980,1,24
981,1,35
982,1,29
983,1,30
984,2,43
985,1,27
986,1,28
987,3,92
988,3,67
989,2,34
990,1,19
991,1,32
992,1,18
993,1,27
994,2,46
995,4,72
996,1,49
997,3,66
998,4,78
999,2,18
1000,2,40
1001,1,32
1002,2,32
1003,1,31
1004,1,30
1005,2,38
1006,3,60
1007,1,33
1008,2,59
1009,3,60
1010,3,72
1011,3,72
1012,1,23
1013,3,67
1014,1,24
1015,1,31
1016,3,68
1017,3,42
1018,3,75
1019,1,19
1020,1,23
1021,1,29
1022,2,40
1023,3,64
1024,3,103
1025,1,28
1026,1,23
1027,2,71
1028,2,50
1029,1,28
1030,4,99
1031,1,25
1032,1,30
1033,1,24
1034,1,40
1035,3,42
1036,2,35
1037,1,25
1038,3,89
1039,1,31
1040,1,20
1041,1,22
1042,1,31
1043,1,36
1044,2,42
1045,1,41
1046,3,64
1047,2,36
1048,4,180
1049,2,49
1050,2,56
1051,2,40
1052,4,65
1053,2,47
1054,2,39
1055,2,32
1056,5,88
1057,2,40
1058,1,23
1059,2,64
1060,0,31
1061,3,56
1062,3,72
1063,2,30
1064,1,38
1065,2,38
1066,4,92
1067,1,37
1068,2,53
1069,2,45
1070,1,37
1071,2,53
1072,2,40
1073,3,83
1074,2,23
1075,1,28
1076,2,26
1077,1,19
1078,3,53
1079,1,27
1080,2,30
1081,2,41
1082,3,100
1083,1,18
1084,2,45
1085,3,67
1086,1,39
1087,2,33
1088,2,25
1089,2,55
1090,3,67
1091,2,22
1092,4,80
1093,2,34
1094,1,32
1095,3,57
1096,2,40
1097,2,18
1098,1,29
1099,1,38
1100,1,27
1101,1,29
1102,1,28
1103,1,68
1104,1,27
1105,2,48
1106,1,59
1107,4,83
1108,4,119
1109,1,25
1110,4,54
1111,1,30
1112,2,65
1113,1,25
1114,3,76
1115,4,100
1116,2,47
1117,2,55
1118,3,60
1119,1,30
1120,2,72
1121,5,105
1122,1,21
1123,1,30
1124,2,50
1125,1,23
1126,1,38
1127,1,33
1128,1,21
1129,2,59
1130,3,110
1131,1,30
1132,2,37
1133,2,32
1134,1,35
1135,1,20
1136,4,86
1137,2,26
1138,3,63
1139,1,34
1140,2,44
1141,4,74
1142,4,46
1143,2,31
1144,2,42
1145,1,19
1146,1,37
1147,4,96
1148,2,58
1149,2,40
1150,2,39
1151,1,33
1152,1,30
1153,2,28
1154,2,58
1155,1,28
1156,3,75
1157,2,45
1158,2,59
1159,1,25
1160,3,50
1161,4,71
1162,2,53
1163,1,24
1164,1,25
1165,2,47
1166,1,29
1167,2,24
1168,2,38
1169,1,29
1170,3,88
1171,3,50
1172,2,70
1173,2,38
1174,3,63
1175,2,46
1176,1,34
1177,3,67
1178,4,105
1179,1,24
1180,2,33
1181,2,21
1182,1,35
1183,6,103
1184,2,45
1185,2,65
1186,1,21
1187,3,61
1188,1,16
1189,2,30
1190,2,42
1191,1,27
1192,3,45
1193,2,60
1194,2,29
1195,1,85
1196,3,51
1197,3,57
1198,3,75
1199,2,72
1200,2,32
1201,1,24
1202,1,30
1203,1,22
1204,2,47
1205,1,21
1206,3,95
1207,2,32
1208,4,92
1209,1,18
1210,3,56
1211,3,67
1212,3,45
1213,2,39
1214,3,53
1215,3,54
1216,2,45
1217,1,16
1218,4,74
1219,2,60
1220,5,100
1221,1,20
1222,4,40
1223,3,61
1224,3,84
1225,3,84
1226,2,65
1227,1,40
1228,1,30
1229,4,50
1230,1,25
1231,4,91
1232,1,22
1233,3,49
1234,1,15
1235,2,39
1236,2,49
1237,1,20
1238,3,68
1239,1,40
1240,2,60
1241,1,24
1242,4,58
1243,2,43
1244,2,50
1245,2,60
1246,1,29
1247,1,14
1248,3,88
1249,2,32
1250,4,85
1251,1,45
1252,1,60
1253,1,22
1254,3,64
1255,1,28
1256,2,32
1257,3,45
1258,2,30
1259,3,62
1260,3,52
1261,4,34
1262,5,100
1263,4,83
1264,2,29
1265,3,80
1266,2,45
1267,2,67
1268,1,25
1269,2,60
1270,1,22
1271,2,37
1272,3,50
1273,1,50
1274,2,46
1275,2,45
1276,2,40
1277,2,37
1278,1,36
1279,1,47
1280,4,104
1281,3,80
1282,5,169
1283,2,40
1284,2,70
1285,2,70
1286,1,38
1287,1,30
1288,1,23
1289,3,41
1290,3,46
1291,2,47
1292,1,38
1293,4,70
1294,1,22
1295,4,80
1296,1,21
1297,3,45
1298,2,40
1299,2,40
1300,1,25
1301,4,84
1302,3,86
1303,2,38
1304,1,45
1305,4,40
1306,1,24
1307,4,61
1308,4,88
1309,2,36
1310,2,33
1311,3,90
1312,3,83
1313,5,60
1314,1,20
1315,1,20
1316,4,87
1317,1,27
1318,2,49
1319,3,101
1320,3,55
1321,1,29
1322,2,33
1323,2,65
1324,1,16
1325,1,29
1326,3,88
1327,3,74
1328,5,125
1329,1,63
1330,3,65
1331,1,30
1332,2,53
1333,3,54
1334,3,56
1335,1,63
1336,1,25
1337,3,102
1338,2,52
1339,2,23
1340,2,41
1341,1,40
1342,2,50
1343,3,62
1344,1,30
1345,2,34
1346,3,66
1347,3,68
1348,1,27
1349,3,46
1350,3,33
1351,2,25
1352,3,75
1353,5,141
1354,6,119
1355,4,95
1356,2,47
1357,4,105
1358,3,67
1359,3,90
1360,4,83
1361,2,45
1362,1,36
1363,2,43
1364,2,36
1365,4,112
1366,2,42
1367,4,89
1368,4,83
1369,3,86
1370,4,120
1371,2,53
1372,1,29
1373,2,45
1374,4,88
1375,1,17
1376,2,39
1377,2,45
1378,3,59
1379,3,65
1380,1,24
1381,3,61
1382,2,45
1383,3,75
1384,3,57
1385,5,147
1386,2,33
1387,2,57
1388,2,28
1389,4,99
1390,2,41
1391,1,27
1392,2,27
1393,2,52
1394,1,31
1395,2,46
1396,4,102
1397,3,43
1398,4,85
1399,3,64
1400,0,20
1401,4,97
1402,1,34
1403,1,16
1404,2,34
1405,3,64
1406,1,32
1407,3,91
1408,4,67
1409,5,100
1410,1,28
1411,2,46
1412,1,25
1413,1,27
1414,3,72
1415,3,46
1416,4,88
1417,1,23
1418,1,32
1419,2,46
1420,3,76
1421,3,68
1422,3,73
1423,2,63
1424,5,110
1425,1,35
1426,4,84
1427,2,40
1428,1,35
1429,4,85
1430,1,30
1431,4,100
1432,2,35
1433,3,60
1434,2,57
1435,1,27
1436,1,27
1437,3,58
1438,1,35
1439,2,36
1440,3,66
1441,2,56
1442,6,227
1443,2,37
1444,2,50
1445,2,36
1446,1,29
1447,3,70
1448,1,29
1449,4,120
1450,1,20
1451,1,20
1452,4,112
1453,2,50
1454,3,68
1455,3,92
1456,3,70
1457,4,100
1458,2,53
1459,4,82
1460,3,49
1461,6,180
1462,2,63
1463,3,69
1464,5,125
1465,3,60
1466,2,55
1467,1,36
1468,3,66
1469,1,24
1470,3,61
1471,2,46
1472,4,73
1473,2,52
1474,2,30
1475,3,64
1476,2,37
1477,2,39
1478,2,45
1479,1,30
1480,3,72
1481,1,44
1482,2,45
1483,1,16
1484,1,16
1485,1,15
1486,2,80
1487,2,60
1488,4,79
1489,1,37
1490,1,37
1491,4,76
1492,3,70
1493,4,80
1494,2,39
1495,3,51
1496,2,47
1497,1,23
1498,5,111
1499,2,47
1500,1,17
1501,2,59
1502,5,90
1503,1,25
1504,3,80
1505,4,75
1506,3,66
1507,1,33
1508,2,51
1509,1,23
1510,3,75
1511,2,58
1512,2,44
1513,1,22
1514,3,67
1515,3,70
1516,2,48
1517,3,74
1518,3,37
1519,4,83
1520,2,57
1521,1,20
1522,1,30
1523,3,73
1524,4,82
1525,1,24
1526,5,103
1527,3,69
1528,3,65
1529,1,40
1530,4,83
1531,1,20
1532,3,60
1533,3,75
1534,3,64
1535,1,26
1536,4,68
1537,1,30
1538,3,69
1539,2,38
1540,1,40
1541,2,56
1542,1,21
1543,2,43
1544,4,82
1545,2,58
1546,1,25
1547,2,40
1548,3,52
1549,2,50
1550,1,35
1551,1,36
1552,2,48
1553,2,50
1554,2,57
1555,3,82
1556,3,70
1557,2,71
1558,2,58
1559,6,114
1560,1,27
1561,2,35
1562,3,62
1563,2,52
1564,1,36
1565,3,68
1566,2,52
1567,4,85
1568,1,30
1569,1,31
1570,2,56
1571,3,62
1572,3,67
1573,3,56
1574,3,57
1575,1,26
1576,3,50
1577,1,21
1578,1,20
1579,2,21
1580,2,31
1581,1,24
1582,3,51
1583,3,54
1584,1,23
1585,2,45
1586,1,24
1587,1,23
1588,2,58
1589,3,62
1590,1,10
1591,4,93
1592,2,38
1593,1,36
1594,2,59
1595,4,85
1596,2,55
1597,1,16
1598,3,61
1599,2,48
1600,3,71
1601,3,77
1602,5,119
1603,3,56
1604,2,38
1605,1,27
1606,2,43
1607,2,32
1608,2,34
1609,3,78
1610,3,75
1611,3,74
1612,1,20
1613,3,66
1614,4,80
1615,3,67
1616,4,80
1617,2,39
1618,4,70
1619,1,30
1620,3,60
1621,3,75
1622,2,58
1623,1,55
1624,2,37
1625,1,30
1626,4,79
1627,1,20
1628,3,72
1629,3,90
1630,1,21
1631,2,25
1632,4,76
1633,1,24
1634,2,42
1635,4,82
1636,1,28
1637,1,19
1638,3,73
1639,3,96
1640,1,23
1641,6,135
1642,2,55
1643,1,31
1644,3,81
1645,2,39
1646,2,54
1647,1,26
1648,2,38
1649,2,41
1650,1,16
1651,2,56
1652,3,69
1653,1,13
1654,1,25
1655,1,24
1656,1,21
1657,2,45
1658,3,57
1659,5,90
1660,2,71
1661,1,29
1662,3,69
1663,3,90
1664,4,86
1665,3,96
1666,1,31
1667,2,32
1668,2,70
1669,2,26
1670,1,67
1671,4,96
1672,1,41
1673,1,35
1674,5,78
1675,2,36
1676,2,43
1677,1,26
1678,2,63
1679,2,27
1680,5,110
1681,3,54
1682,1,47
1683,1,32
1684,1,43
1685,1,31
1686,2,55
1687,1,32
1688,4,89
1689,1,35
1690,2,45
1691,1,25
1692,1,28
1693,1,34
1694,2,40
1695,2,47
1696,1,30
1697,3,85
1698,2,66
1699,1,20
1700,1,26
1701,2,71
1702,3,112
1703,3,86
1704,2,35
1705,1,28
1706,2,30
1707,4,90
1708,2,39
1709,2,55
1710,3,81
1711,1,45
1712,4,70
1713,3,62
1714,1,26
1715,2,36
1716,1,33
1717,2,31
1718,4,111
1719,2,52
1720,1,25
1721,3,44
1722,4,105
1723,5,91
1724,5,123
1725,3,58
1726,1,19
1727,3,73
1728,1,28
1729,3,53
1730,3,56
1731,2,25
1732,2,54
1733,1,31
1734,3,46
1735,1,25
1736,3,77
1737,3,66
1738,1,27
1739,5,120
1740,3,65
1741,4,102
1742,1,27
1743,4,88
1744,3,52
1745,1,45
1746,3,67
1747,1,28
1748,2,49
1749,2,59
1750,1,32
1751,3,32
1752,4,112
1753,3,58
1754,5,126
1755,1,39
1756,2,55
1757,4,81
1758,2,37
1759,1,24
1760,1,30
1761,1,20
1762,1,26
1763,3,74
1764,2,35
1765,4,99
1766,4,93
1767,1,21
1768,2,31
1769,1,25
1770,3,42
1771,1,22
1772,1,26
1773,1,32
1774,2,25
1775,3,75
1776,3,62
1777,3,52
1778,2,48
1779,2,36
1780,1,21
1781,2,28
1782,3,75
1783,3,89
1784,3,61
1785,3,110
1786,1,30
1787,5,90
1788,1,31
1789,1,31
1790,2,52
1791,3,64
1792,5,132
1793,1,20
1794,3,76
1795,4,98
1796,2,53
1797,2,25
1798,2,51
1799,2,47
1800,1,20
1801,4,121
1802,1,24
1803,5,98
1804,3,69
1805,4,73
1806,1,20
1807,1,15
1808,1,34
1809,2,50
1810,3,81
1811,3,44
1812,4,76
1813,2,52
1814,2,32
1815,2,43
1816,1,35
1817,2,41
1818,1,14
1819,1,25
1820,3,81
1821,3,100
1822,2,41
1823,1,21
1824,5,104
1825,1,24
1826,2,42
1827,3,65
1828,1,25
1829,2,42
1830,2,39
1831,3,91
1832,3,63
1833,1,30
1834,3,74
1835,1,24
1836,3,80
1837,2,49
1838,1,21
1839,3,71
1840,3,70
1841,1,28
1842,3,52
1843,1,25
1844,2,51
1845,4,78
1846,1,29
1847,4,85
1848,1,32
1849,3,86
1850,2,38
1851,1,25
1852,1,31
1853,4,85
1854,3,70
1855,1,32
1856,2,52
1857,5,115
1858,2,34
1859,2,28
1860,4,91
1861,2,19
1862,4,120
1863,3,80
1864,1,24
1865,1,30
1866,3,68
1867,3,67
1868,3,57
1869,4,84
1870,2,35
1871,2,24
1872,5,99
1873,4,93
1874,3,38
1875,4,87
1876,2,40
1877,2,38
1878,4,100
1879,4,85
1880,1,28
1881,4,95
1882,1,20
1883,1,29
1884,4,93
1885,1,30
1886,1,34
1887,2,48
1888,1,45
1889,3,61
1890,2,49
1891,5,86
1892,4,71
1893,3,40
1894,2,29
1895,3,62
1896,5,88
1897,3,65
1898,3,74
1899,4,67
1900,2,43
1901,2,26
1902,3,79
1903,2,47
1904,4,111
1905,3,90
1906,3,63
1907,3,58
1908,3,43
1909,3,70
1910,1,147
1911,2,36
1912,5,99
1913,5,83
1914,4,77
1915,1,88
1916,2,33
1917,4,91
1918,1,29
1919,4,71
1920,2,33
1921,3,104
1922,4,88
1923,2,60
1924,1,16
1925,1,29
1926,2,28
1927,3,58
1928,3,100
1929,2,35
1930,2,35
1931,4,81
1932,2,48
1933,3,64
1934,5,81
1935,5,81
1936,2,38
1937,1,36
1938,4,75
1939,3,75
1940,2,51
1941,3,70
1942,3,53
1943,4,78
1944,2,45
1945,5,90
1946,2,50
1947,3,60
1948,2,48
1949,3,76
1950,4,72
1951,1,32
1952,3,82
1953,3,57
1954,3,55
1955,3,78
1956,5,96
1957,3,58
1958,3,70
1959,3,86
1960,4,116
1961,2,34
1962,5,96
1963,5,140
1964,3,97
1965,3,53
1966,2,43
1967,3,76
1968,4,82
1969,3,73
1970,2,48
1971,2,54
1972,3,64
1973,2,50
1974,3,70
1975,4,68
1976,3,70
1977,2,52
1978,5,100
1979,3,63
1980,4,78
1981,3,55
1982,3,56
1983,3,53
1984,2,48
1985,4,95
1986,2,52
1987,3,68
1988,3,70
1989,3,47
1990,4,98
1991,3,74
1992,2,48
1993,3,66
1994,3,52
1995,6,108
1996,5,82
1997,3,54
1998,3,73
1999,2,48
2000,2,37
2001,3,62
2002,0,10
2003,3,73
2004,2,40
2005,2,39
2006,4,87
2007,2,53
2008,1,27
2009,2,46
2010,2,49
2011,2,56
2012,3,73
2013,3,90
2014,6,195
2015,3,160
2016,3,61
2017,4,65
2018,4,74
2019,3,77
2020,3,62
2021,2,41
2022,3,105
2023,3,80
2024,2,54
2025,5,99
2026,4,104
2027,2,52
2028,1,30
2029,3,65
2030,3,65
2031,3,85
2032,1,23
2033,3,51
2034,2,38
2035,2,48
2036,3,75
2037,1,75
2038,4,83
2039,1,41
2040,5,150
2041,4,178
2042,3,72
2043,1,39
2044,1,28
2045,3,75
2046,3,82
2047,3,82
2048,3,72
2049,4,86
2050,3,90
2051,2,59
2052,1,35
2053,5,135
2054,3,36
2055,2,45
2056,3,71
2057,3,77
2058,2,40
2059,2,39
2060,1,29
2061,2,66
2062,3,62
2063,1,42
2064,4,78
2065,3,54
2066,1,23
2067,4,78
2068,2,48
2069,1,41
2070,3,63
2071,3,52
2072,2,39
2073,3,50
2074,3,66
2075,2,50
2076,1,25
2077,3,56
2078,2,51
2079,1,21
2080,3,63
2081,2,33
2082,2,51
2083,2,37
2084,2,45
2085,1,42
2086,4,80
2087,3,54
2088,2,46
2089,1,73
2090,3,110
2091,3,80
2092,1,17
2093,1,17
2094,3,57
2095,4,75
2096,3,75
2097,2,37
2098,3,94
2099,1,17
2100,3,70
2101,4,66
2102,3,61
2103,3,66
2104,3,90
2105,1,13
2106,3,88
2107,3,61
2108,2,37
2109,4,74
2110,4,82
2111,3,72
2112,3,64
2113,2,35
2114,2,44
2115,4,108
2116,1,23
2117,4,118
2118,4,84
2119,5,104
2120,3,71
2121,4,91
2122,1,23
2123,2,28
2124,4,62
2125,2,28
2126,2,35
2127,1,20
2128,3,54
2129,3,66
2130,4,71
2131,3,88
2132,1,14
2133,4,93
2134,2,44
2135,3,55
2136,1,44
2137,5,81
2138,3,55
2139,3,60
2140,2,38
2141,3,76
2142,5,150
